Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	routine_nonhaven	new_profits_3	new_profits_4	gains_3	gains_4	new_profits_5	new_profits_6	gains_5	gains_6	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit
Trinidad and Tobago	67.0	1740047238.0	-349382469.0	200568492.0	62162918.0	1321377609.0	2666087101.0	4133.0	1196705883.0	TT	-57.40657010469521						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22296000000.0	2016.0	Latin America & The Caribbean	Tax haven	1980.0	TTO					15224.0	1.0	0.25					89752941.225	-439135410.225	102092647.77338848	122618227.79092993	191845588.99838847	212371169.01592994	541228057.9983885	561753638.0159299	-0.0	36851266.31186596	44260160.40883243	386233735.311866	393642629.40883243	151967000.83497736	182519747.8122888	501349469.8349774	531902216.81228876	135307014.49959713			140438409.50398248			96558433.8279665			98410657.35220811			125337367.45874435			132975554.20307219		
Uruguay	117.0	3868144645.0	921603068.0	27940455.0	33967610.0	1776819178.0	1595429299.0	6116.0	699235502.0	UY	3.0317233058516684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	52420000000.0	2016.0	Latin America & The Caribbean	High Income	1980.0	URY	0.34229075870978226	0.02717406481148219	0.02717406481148219	0.2370923569982293	102.0	5.0	0.25	17942881571.566788	1424464477.4178965	1424464477.4178965	12428381353.847181	52442662.65	869160405.35	226953108.02734876	219388425.36095372	279395770.67734873	271831088.0109537	-642207297.3226513	-649771979.9890463	921603068.0	1003523848.8459009	1000793308.0911655	81920780.8459009	79190240.09116554	337824357.6721382	326564172.3193978	-583778710.3278618	-595038895.6806022	-160551824.33066282	-0.008947939810575437	-0.11271030403067157	-162442994.99726158	-0.009053339306138938	-0.11403794027332949	20480195.211475223	0.0011414105995064467	0.014377469944774852	19797560.022791386	0.0011033656965202076	0.013898247612799794	-145944677.58196545	-0.008133848345364821	-0.10245582104407193	-148759723.92015055	-0.008290737656981633	-0.10443203483024362
Venezuela	148.0	2055111547.0	-3216948409.0	32530688.0	30403789.0	3213052404.0	-4871518708.0	22807.0	2420589076.0	VE	-1.0112281536436662						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	236116000000.0	2016.0	Latin America & The Caribbean	Upper-Middle Income	1980.0	VEN	0.20279104878902893	0.007864773381706894	0.0	0.20279104878902893	300.0	5.0	0.340000004	47882211275.87035	1856998831.795105	0.0	47882211275.87035	181544180.7	-3398492589.7	120578208.86750807	455242022.9781293	302122389.56750804	636786203.6781293	3519070798.567508	3853734612.678129	-3216948409.0	-3173424611.906919	-3052624675.69496	43523797.093081	164323733.30503988	179483137.78991824	677637091.3564171	3396431546.7899184	3894585500.356417	1196484085.589236	0.024988070803492513	0.6443106291201222	1310269783.7255025	0.027364437623326656	0.7055846031194882	14798091.185742728	0.000309051958784536	0.007968820945050277	55870069.9810085	0.0011668230955148792	0.030086217085554427	1154786739.4942985	0.024117239131690622	0.621856470624702	1324159085.699524	0.02765450989868585	0.7130640380745416
Virgin Islands	52.0	461725718.0	18881793.0	9519816.0	8457088.0	1080481515.0	-1213188105.0	1538.0	493611386.0	VI	50.4179661327714													Tax haven									0.0					37020853.949999996	-18139060.949999996	27090529.536353257	40179087.222740985	64111383.48635325	77199941.17274098	45229590.48635325	58318148.17274098	0.0	9778572.113141406	14503005.610153899	-9103220.886858594	-4378787.389846101	40324809.028452665	59807395.681224294	21443016.028452665	40925602.681224294	0.0			0.0			-0.0			-0.0			0.0			0.0		
Americas, other countries	60.0	3236276102.0	-6209700.0	56171581.0	74999929.0	1428874224.0	243803096.0	2062.0	1282229537.0	Americas_other	-904.5780150409844													Upper-Middle Income														96167215.27499999	-102376915.27499999	189879900.363326	130647974.8249086	286047115.638326	226815190.0999086	292256815.638326	233024890.0999086	-6209700.0	62329170.60595392	40948870.36116198	68538870.60595392	47158570.36116198	282640127.4370755	194472191.01785493	288849827.4370755	200681891.01785493																		
Armenia	15.0	34405746.0	352205.0	365936.0	310814.0	2670972.0	-884316.0	425.0	4117372.0	AM	103.89858179185416						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10572000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1990.0	ARM	0.2098528499381572	0.0278106374346326	0.0278106374346326	0.1796031886849546	50.0	5.0	0.20000000300000004	2218564329.546198	294014058.95893586	294014058.95893586	1898764910.77734	308802.89999999997	43402.100000000035	2018665.7184065883	8369134.252694744	2327468.618406588	8677937.152694743	1975263.6184065882	8325732.152694743	352205.0	1080860.6829122228	3373119.844234302	728655.6829122228	3020914.844234302	3004825.3386038356	12457628.04379745	2652620.3386038356	12105423.04379745	395052.7296071086	0.00017806683554130506	0.001343652514461169	1665146.4555161453	0.0007505513513131923	0.005663492628251195	145731.13876841165	6.568713686937381e-05	0.0004956604431924988	604182.9779096051	0.00027233061032455586	0.002054945875884084	530524.0756786282	0.00023912945349984313	0.00180441737227513	2421084.6450757594	0.0010912844008318598	0.00823458801136413
Australia	626.0	114224661226.0	2494829871.0	2690171158.0	2333158928.0	253654979696.0	28643687022.0	243078.0	106377343705.0	AU	107.82984400141487						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1264944000000.0	2017.0	East Asia & Pacific	High Income	1980.0	AUS	0.2857851967025552	0.047073664446856574	0.047073664446856574	0.2857851967025552	142708.0	5.0	0.300000012	361502269857.717	59545549400.064545	59545549400.064545	361502269857.717	7978300777.875	-5483470906.875	6701828462.418239	7560339650.331741	14680129240.29324	15538640428.206741	12185299369.29324	13043810557.206741	2494829871.0	4913915582.178835	5223802974.733692	2419085711.178835	2728973103.733692	9975809167.030525	11253720684.22497	7480979296.030525	8758890813.22497	3655589957.0115643	0.010112218544161179	0.061391489269013305	3913143323.687749	0.010824671516524408	0.06571680609405053	725725742.382679	0.002007527484317916	0.01218774114429268	818691963.8677849	0.0022646938404840785	0.013749003445535384	2244293878.580909	0.006208242840257231	0.03769037150874749	2627667349.0741806	0.007268743706943802	0.044128694344893096
Azerbaijan	34.0	1408780229.0	-123259223.0	74114744.0	88391374.0	274409949.0	507587238.0	1707.0	2672316474.0	AZ	-60.129166967083684						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	37810000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1990.0	AZE	0.16506068407502758	0.040658330268481056		0.15628907686649504	0.0	4.0	0.20000000300000004	6240944464.876793	1537291467.4512687		5909289996.322178	200423735.54999998	-323682958.54999995	82656436.3130299	70888643.9887265	283080171.8630299	271312379.53872645	406339394.8630299	394571602.53872645	-123259223.0	-93423633.33322653	-97671324.6048665	29835589.66677347	25587898.395133495	123035801.30549456	105519200.9921917	246295024.30549455	228778423.9921917	81267880.19162418	0.013021727824849111	0.052864327885954604	78914321.69146012	0.012644612067224672	0.05133335048186733	5967118.022861464	0.000956124198259352	0.0038815788347245335	5117579.755790396	0.0008200008483638102	0.0033289586679844238	49259005.59998399	0.00789287677165005	0.0320427236102808	45755685.48477362	0.007331532229181103	0.029763832333391946
Bahrain	55.0	1421750519.0	223157878.0	7131890.0	6387676.0	1261724364.0	-886150119.0	3630.0	387145605.0	BH	3.1958943434656613						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	32176000000.000008	2016.0	Middle East & North Africa	High Income	1980.0	BHR	0.010698814875357579	0.0012930118512464242		0.010698814875357579	1270.0	4.0	0.0	344245067.4295055	41603949.325704955		344245067.4295055	29035920.375	194121957.625	83417433.61216684	104570079.2963751	112453353.98716684	133605999.6713751	-110704524.01283316	-89551878.3286249	223157878.0	253268156.53756616	260903395.66898268	30110278.537566155	37745517.668982685	124168561.39856274	155654708.4861491	-98989316.60143726	-67503169.5138509	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
Bangladesh	46.0	1294792118.0	431316960.0	164242813.0	163423354.0	70571531.0	86964218.0	3448.0	1645978529.0	BD	38.07937740264144						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	235623000000.0	2016.0	South Asia	Lower-Middle Income	1980.0	BGD	0.08190838789003095	0.016350831023436912	0.016350831023436912	0.08190838789003095	349757.0	5.0	0.2600000024	19299500079.812763	3852631858.2352753	3852631858.2352753	19299500079.812763	123448389.675	307868570.325	75968486.80652523	97693879.179165	199416876.48152524	221142268.85416502	-231900083.51847476	-210174691.14583498	431316960.0	458738473.6904938	466580450.9289627	27421513.690493822	35263490.92896271	113080651.24909449	145419343.5333957	-318236308.7509055	-285897616.4666043	-60294022.27136363	-0.003124123527657126	-0.01565008661351353	-54645420.20233635	-0.0028314422641182993	-0.014183919516090765	7129593.625340026	0.0003694185650330687	0.0018505774461943492	9168507.726162681	0.0004750645191972056	0.0023798037454744974	-82741441.03900257	-0.004287232347823866	-0.02147660199147677	-74333380.96747139	-0.003851570282135129	-0.019294182185764387
Brunei	24.0	193458292.0	-591701.0	5073988.0	3786609.0	46243112.0	-83090481.0	450.0	152139797.0	BN	-857.5256759748587						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11399000000.0	2016.0	East Asia & Pacific	High Income	1980.0	BRN					10554.0	1.0	0.185000002					11410484.775	-12002185.775	11350651.19651501	13468056.485483749	22761135.97151501	24878541.26048375	23352836.97151501	25470242.26048375	-591701.0	3505419.401699537	4269716.027320795	4097120.401699537	4861417.027320795	16895677.186148494	20047478.401363637	17487378.186148494	20639179.401363637	4320274.886435951			4711994.869129978			757967.2825086551			899362.1597771811			3235164.999412228			3818248.2305306317		
Burma	22.0	339823137.0	25001023.0	7347504.0	6703894.0	70518545.0	-19467656.0	1838.0	489433895.0	MM	29.38881340975527						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	63251000000.0	2017.0	East Asia & Pacific	Lower-Middle Income	1980.0	MMR	0.06694304797269261			0.06593628472863733	41274.0	3.0	0.25	4234214727.3207803			4170535945.37104	36707542.125	-11706519.125	19938219.534123328	41798086.14644351	56645761.65912333	78505628.27144352	31644738.65912333	53504605.271443516	25001023.0	32197904.0081929	40088420.94199366	7196881.008192901	15087397.941993661	29678448.846929308	62217308.795988865	4677425.846929308	37216285.795988865	7911184.664780833	0.0018683947731169205		13376151.317860879	0.0031590630563803983		1799220.2520482251	0.0004249241873443415		3771849.4854984153	0.0008908025993960564		1169356.461732327	0.0002761684366612751		9304071.448997216	0.0021973546568065556	
Cambodia	22.0	318322883.0	26541819.0	6337670.0	8193926.0	86362869.0	111098776.0	2187.0	273351900.0	KH	23.878054476974626						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20157000000.0	2016.0	East Asia & Pacific	Lower-Middle Income	1980.0	KHM	0.15776440119812538	0.03077407931032373		0.15776440119812538	10148.66	4.0	0.20000000300000004	3180057034.950613	620313116.6581955		3180057034.950613	20501392.5	6040426.5	18676749.26439471	47211046.74411689	39178141.764394715	67712439.24411689	12636322.764394715	41170620.24411689	26541819.0	33283360.88370026	43583074.11849931	6741541.883700259	17041255.11849931	27800724.468983296	70274611.70277807	1258905.4689832963	43732792.70277807	2527264.590787912	0.0007947230389303884	0.004074175642783455	8234124.17233524	0.0025893007835512353	0.013274141641071248	1348308.3969646776	0.00042398874678850444	0.0021735932398598973	3408251.0748236277	0.0010717578450213422	0.005494404331130144	251781.0975733757	7.917502573260794e-05	0.0004058935573211681	8746558.671753993	0.0027504408177666	0.014100231700522811
China	740.0	253508913118.0	19083105379.0	5029773987.0	4744238082.0	68027434479.0	36564688561.0	1055018.0	68076364837.0	CN	26.35720909729406						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11221836000000.0	2017.0	East Asia & Pacific	Upper-Middle Income	1980.0	CHN	0.2379035428517283	0.038693812393345565	0.038693812393345565	0.1889796763459273	457529.0	5.0	0.25	2669714541701.0674	434215616892.8914	434215616892.8914	2120698935287.0754	5105727362.775	13977378016.225	14873961815.035803	25706917252.361576	19979689177.810802	30812644615.136574	896583798.8108025	11729539236.136574	19083105379.0	24451996674.43454	28362250100.827957	5368891295.43454	9279144721.827957	22140197329.21602	38265273756.30102	3057091950.2160187	19182168377.301018	224145949.70270061	8.395877019865992e-05	0.0005162088625614565	2932384809.0341434	0.0010983888963520833	0.006753291901422972	1342222823.858635	0.0005027589290514214	0.003091143596960316	2319786180.4569893	0.0008689266752013444	0.005342475236281551	764272987.5540047	0.0002862751712274944	0.0017601232148739803	4795542094.325254	0.0017962752269647785	0.01104414928380657
Fiji	18.0	348107491.0	18984874.0	3467002.0	3420069.0	43544150.0	71985362.0	2450.0	316302537.0	FJ	18.2619173558908						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4666000000.0	2017.0	East Asia & Pacific	Upper-Middle Income	1980.0	FJI	0.2703869668688574	0.044209735035242725	0.044209735035242725	0.2703869668688574	1007.0	5.0	0.20000000300000004	1261625587.4100885	206282623.67444256	206282623.67444256	1261625587.4100885	23722690.275	-4737816.2749999985	20424281.99063697	52639231.381328024	44146972.265636966	76361921.65632802	25162098.265636966	57377047.65632802	18984874.0	26357203.656257577	37985481.550026596	7372329.656257577	19000607.550026596	30401962.785942987	78354575.90476929	11417088.785942987	59369701.90476929	5032419.728613689	0.003988837717649993	0.02439575199778294	11475409.703396749	0.009095733169897015	0.05562955085110495	1474465.9533685048	0.001168703273048974	0.007147795229207103	3800121.5670071426	0.003012083461947036	0.018421917945956198	2283417.7914398643	0.0018099013005335033	0.011069365663312382	11873940.559062965	0.009411619958848668	0.057561516077100826
Georgia	19.0	195246772.0	31141377.0	990287.0	294790.0	16897635.0	-23832303.0	487.0	11393415.0	GE	3.1799717783834667						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	14330000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1980.0	GEO	0.2583797923217164	0.019991016461014085	0.019991016461014085	0.2583797923217164	0.01127	5.0	0.150000006	3702582423.970196	286471265.88633186	286471265.88633186	3702582423.970196	854506.125	30286870.875	11455585.507895902	14161259.291901683	12310091.632895902	15015765.416901683	-18831285.3671041	-16125611.583098317	31141377.0	35276374.39223986	36253011.86165635	4134997.392239861	5111634.861656353	17051874.061565354	21079325.001086973	-14089502.938434646	-10062051.998913027	-2824692.9180533267	-0.0007628980518479511	-0.009860301029891523	-2418841.834218417	-0.0006532850743737791	-0.008443575751776036	620249.6336459635	0.00016751811644503077	0.002165137336643287	766745.259918262	0.00020708391390679654	0.002676517163234433	-2113425.5253022145	-0.0005707976982821725	-0.00737744331447467	-1509307.860209266	-0.0004076365323937527	-0.005268618671193851
Guam	43.0	798897605.0	74599310.0	18347355.0	12374401.0	94275066.0	244693548.0	1160.0	144706237.0	GU	24.59453713445875													Tax haven									0.349999994					10852967.775	63746342.225	46873194.02202841	43524525.52030852	57726161.79702841	54377493.295308515	-16873148.202971593	-20221816.704691485	0.0	16919304.11705691	15710571.87787599	-57680005.882943094	-58888738.12212401	69771710.99426004	64787149.22516489	-4827599.005739957	-9812160.77483511	-5905601.769801168			-7077635.725311119			-20188001.712950047			-20611057.989410974			-1689659.623043391			-3434256.212319324		
Hong Kong	664.0	138055904708.0	9714415363.0	1584539008.0	1341963513.0	76521598406.0	60143571233.0	85285.0	10007344640.0	HK	16.311213272135234						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	320881000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	HKG	0.13574933149175708	0.055688944921344886	0.055688944921344886	0.13574933149175708	143620.0	5.0	0.165000007	43559381238.4065	17869524335.30607	17869524335.30607	43559381238.4065	750550848.0	8963864515.0	8100063345.745977	5526927347.799856	8850614193.745977	6277478195.799856	-863801169.2540226	-3436937167.200144	0.0	2923791262.2232494	1994994507.6573615	-6790624100.776751	-7719420855.342638	12057110478.304264	8226944752.596489	2342695115.304264	-1487470610.403511	-142527198.97352192	-0.0032720207432114542	-0.007975992885939386	-567094656.6465839	-0.013018886874053528	-0.03173529669875629	-1120453024.1625326	-0.025722427461265775	-0.06270189419361182	-1273704495.1674812	-0.029240647111039544	-0.0712780301964129	386544710.4240694	0.008873971563288672	0.021631505303157175	-245432661.12887362	-0.00563443864791345	-0.013734705889398251
India	593.0	81409361689.0	12030857911.0	4081899807.0	3184674490.0	57655322542.0	42392106193.0	1149992.0	22758226193.0	IN	33.92858462128337						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	2273556000000.0	2017.0	South Asia	Lower-Middle Income	1980.0	IND	0.17575219113647786				1426470.0	2.0	0.3344000104	399582448671.4861				1706866964.475	10323990946.525	4776477963.8536825	22302857156.289238	6483344928.328682	24009724120.764236	-5547512982.671318	11978866209.764236	12030857911.0	13754970913.431234	20081276295.742435	1724113002.4312344	8050418384.742435	7109885447.700263	33198260462.548645	-4920972463.299737	21167402551.548645	-1855088399.099424	-0.0046425672730800345		4005732985.125369	0.010024797131213976		576543405.94378	0.0014428646900299194		2692059991.5822215	0.006737182778004045		-1645573242.9055457	-0.004118232040412871		7078379633.378854	0.017714440804176296	
Indonesia	229.0	17791688222.0	3293646023.0	970864074.0	969879646.0	6511358934.0	8035735526.0	67669.0	19616266145.0	ID	29.476879640991093						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	932445000000.0	2017.0	East Asia & Pacific	Lower-Middle Income	1980.0	IDN	0.09879192686670996	0.03836120563942637		0.09879192686670996	65385620.0	4.0	0.25	92118038247.22937	35769714392.45492		92118038247.22937	1471219960.875	1822426062.125	1043880027.6654273	1693776250.294297	2515099988.540427	3164996211.169297	-778546034.4595728	-128649811.83070278	3293646023.0	3670443977.95679	3905029908.4572124	376797954.95679	611383885.4572124	1553836838.358483	2521220699.595096	-1739809184.641517	-772425323.4049039	-194636508.6148932	-0.0021129033175079285	-0.005441377207528077	-32162452.957675695	-0.0003491439197973047	-0.0008991531943699243	94199488.7391975	0.0010225954713275792	0.0026334984871745986	152845971.3643031	0.0016592404079870888	0.004273055403443302	-434952296.16037923	-0.004721684313261646	-0.0121597922585629	-193106330.85122597	-0.0020962922629003556	-0.005398598622636999
Iraq	30.0	2149381227.0	-154333362.0	76951528.0	26707284.0	1092177550.0	-279848365.0	3961.0	1883254230.0	IQ	-49.860592034533646						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	171716000000.0	2016.0	Middle East & North Africa	Upper-Middle Income	1980.0	IRQ					15770.7	1.0	0.150000006					141244067.25	-295577429.25	126109231.83387999	131647964.90428033	267353299.08388	272892032.1542803	421686661.08388	427225394.1542803	-154333362.0	-108813092.04862627	-106813836.15842038	45520269.951373726	47519525.841579616	187716178.95478863	195960696.76769271	342049540.9547886	350294058.7676927	63253001.692701966			64083811.68649441			6828040.765827678			7127929.161354097			51307433.195515536			52544110.916918255		
Israel	215.0	16277827236.0	2482014026.0	719397062.0	475804255.0	20357986287.0	17184065103.0	43835.0	7953171610.0	IL	28.984407600603948						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	317748000000.0	2017.0	Middle East & North Africa	High Income	1980.0	ISR	0.3250683306988778	0.03295743191701858	0.03295743191701858	0.2725499893835374	122.0	5.0	0.2509999962	103289811942.90703	10472158076.76882	10472158076.76882	86602214026.64024	596487870.75	1885526155.25	955058257.1718767	1236627702.9005213	1551546127.9218767	1833115573.6505213	-930467898.0781233	-648898452.3494787	2482014026.0	2826750958.0512557	2928386000.888644	344736932.0512557	446371974.8886442	1421623810.6317601	1840745707.5300255	-1060390215.3682399	-641268318.4699745	-233547438.88183096	-0.0022610888188171283	-0.022301748805714356	-162873509.07390505	-0.0015768593824522852	-0.015553003295015157	86528968.63486485	0.0008377299465187655	0.008262763797160263	112039364.00083621	0.0010847087616227384	0.01069878464204829	-266157940.0279454	-0.0025768072864249475	-0.025415767989444667	-160958345.49914402	-0.0015583177321313452	-0.015370121833455713
Japan	537.0	204383838542.0	25952355940.0	6649845321.0	6048876259.0	64439444261.0	62957153318.0	310802.0	34002150139.0	JP	25.623281895385407						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	4949272000000.0	2017.0	East Asia & Pacific	High Income	1980.0	JPN	0.3200360653211575	0.04495874318042566	0.04495874318042566	0.18988483311992546	249345149.0	5.0	0.33845999819999995	1583945537084.176	222513048778.0717	222513048778.0717	939791687785.1198	2550161260.4249997	23402194679.575	11991678606.854872	11378053403.89786	14541839867.279871	13928214664.322859	-11410516072.720129	-12024141275.677141	25952355940.0	30280860994.040756	30059367416.755596	4328505054.040756	4107011476.755596	17849859638.332413	16936465934.046116	-8102496301.667587	-9015890005.953884	-3862003249.433925	-0.002438217198138856	-0.017356300094048774	-4069690834.52223	-0.0025693376061489883	-0.01828967270400949	1465025812.799325	0.0009249218350627347	0.0065839995489905	1390059097.0300782	0.00087759273566248	0.006247090247801532	-2742370883.677918	-0.0017313542792173537	-0.01232453961121661	-3051518115.186549	-0.0019265296967242768	-0.013713883891052377
Jordan	32.0	1050671937.0	228208366.0	11901479.0	15020914.0	234563227.0	387933248.0	2042.0	870253399.0	JO	5.2151808492419605						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	38709000000.0	2016.0	Middle East & North Africa	Upper-Middle Income	1980.0	JOR	0.15067294052520502	0.02569283465384216	0.02569283465384216	0.15027159810400306	1165.0	5.0	0.17600000219999998	5832398854.790161	994543936.6155761	994543936.6155761	5816863291.007854	65269004.925	162939361.075	61645383.899356425	66184372.997935966	126914388.82435642	131453377.92293596	-101293977.17564358	-96754988.07706404	228208366.0	250459825.90938383	252098215.15392268	22251459.909383833	23889849.153922677	91760418.7061537	98516797.10535893	-136447947.2938463	-129691568.89464107	-17827740.205760017	-0.0030566737031569877	-0.017925543105141894	-17028878.114424244	-0.002919703974024066	-0.017122298460109625	3916256.993004766	0.0006714659080265637	0.00393774156055061	4204613.5036480585	0.0007209063728888845	0.004227679993662542	-24014839.02390243	-0.0041174891535716894	-0.02414658431846129	-22825716.410778277	-0.003913606901563577	-0.022950938184243503
Kazakhstan	77.0	1994144374.0	513976024.0	192066720.0	186646944.0	11700065753.0	4789477813.0	5062.0	12539569861.0	KZ	37.36880925013732						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	133668000000.0	2016.0	Europe & Central Asia	Upper-Middle Income	1990.0	KAZ	0.16594703555168538				93.0	2.0	0.20000000300000004	22181808348.12268				940467739.5749999	-426491715.5749999	117001122.00291097	146160124.892876	1057468861.5779109	1086627864.467876	543492837.5779109	572651840.467876	513976024.0	556208639.1760389	566733845.4893446	42232615.17603886	52757821.4893446	174158570.60124445	217562344.65520197	-339817453.39875555	-296413679.344798	108698569.14606072	0.004900347502788709		114530369.81153074	0.005163256665736354		8446523.16190562	0.00038078604906080515		10551564.456142386	0.0004756854937408834		-67963491.69920348	-0.0030639292627805724		-59282736.75820065	-0.002672583579652916	
Korea, Republic of (South)	441.0	54792189442.0	4403769577.0	1351490454.0	916982545.0	19204074625.0	28755660283.0	111232.0	17022570379.0	KR	30.68939985094956						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1411042000000.0	2017.0	East Asia & Pacific	High Income	1980.0	KOR	0.2689958255860817	0.03831429359686258	0.03831429359686258	0.19983488197459245	39471400.0	5.0	0.237600011	379564407726.6359	54063077465.504166	54063077465.504166	281975411531.1929	1276692778.425	3127076798.575	3214786113.4301467	3533617594.5994053	4491478891.855146	4810310373.0244055	87709314.85514641	406540796.0244055	4403769577.0	5564175754.971447	5679260867.14578	1160406177.971447	1275491290.1457796	4785275087.274758	5259862288.427702	381505510.27475834	856092711.427702	20839734.17438525	5.4904342320194904e-05	0.00038547073439691595	96594097.6073475	0.0002544867106636485	0.0017866925475890816	275712520.6504838	0.000726391924632336	0.005099830301491932	303056744.56904143	0.0007984329889732557	0.0056056140119365525	90645713.43784319	0.00023881510382060548	0.001676665807559349	203407637.6522418	0.0005358975539106315	0.003762413225218808
Kuwait	37.0	1548801814.0	179829741.0	35833076.0	21506636.0	221650369.0	595941220.0	3078.0	453202466.0	KW	19.926112221893266						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	110873000000.0	2016.0	Middle East & North Africa	High Income	1980.0	KWT	0.01654670306941342			0.01654670306941342	7764.0	3.0	0.0	1834582609.4150739			1834582609.4150739	33990184.949999996	145839556.05	90871830.72640648	98738194.63183074	124862015.67640647	132728379.58183074	-54967725.32359353	-47101361.41816926	179829741.0	212630751.72291413	215470187.05451888	32801010.72291413	35640446.05451888	135264584.44420257	146973828.51080072	-44565156.55579743	-32855912.48919928	-0.0	-0.0		-0.0	-0.0		0.0	0.0		0.0	0.0		-0.0	-0.0		-0.0	-0.0	
Lebanon	42.0	311433385.0	62190391.0	8885995.0	10260887.0	89545056.0	-33380823.0	845.0	16665164.0	LB	14.288372941729858						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	49611000000.0	2013.0	Middle East & North Africa	Upper-Middle Income	1980.0	LBN	0.15529584309579375			0.15254560285199056	14000.0	3.0	0.150000006	7704382071.825424			7567939903.090104	1249887.3	60940503.7	18272526.27705909	23769280.026765484	19522413.57705909	25019167.326765485	-42667977.42294091	-37171223.673234515	62190391.0	68786024.93361214	70770128.00762388	6595633.933612138	8579737.007623881	27199030.25893302	35381060.9916988	-34991360.74106698	-26809330.0083012	-6400196.869449001	-0.0008307216347504662		-5575683.774012519	-0.0007237029163445232		989345.1296156242	0.00012841330042984427		1286960.6026220042	0.00016704267657342186		-5248704.321108211	-0.0006812622053496652		-4021399.66210116	-0.0005219626473104489	
